id;series;booktitle;year;title;abstract;authors;pdf1page;pdfarticle
11;revue/nouvelles/technologies/information;egc;2018;big/data/understanding/human/dynamics/power/networks;;fosca/giannotti;[];[]
12;revue/nouvelles/technologies/information;egc;2018;cartes/auto/organisatrices/incrementales/appliquees/clustering/collaboratif;clustering/collaboratif/cc/vise/faire/ressortir/structures/communes/presentes/plusieurs/vues/independantes/basant/premiere/etape/clustering/locale/effectuee/cas/aide/cartesauto/organisatrices/som/self/organizing/maps/anglais/faire/face/quantite/toujours/croissante/donnees/disponibles/utilisation/methodesde/clustering/incrementales/devenue/necessaire/papier/presente/unalgorithme/som/incrementales/compatibles/contraintes/cc/experimentations/conduites/plusieurs/jeux/donnees/demontrent/validite/methode/presentent/influence/taille/batch/utilise/lors/apprentissage;denis/maurel/jeremie/sublime/sylvain/lefebvre;[];[]
13;revue/nouvelles/technologies/information;egc;2018;categorisation/articles/scientifiques/basee/relations/semantiques/mots/cles;;bastien/latard/jonathan/weber/germain/forestier/michel/hassenforder;[];[]
14;revue/nouvelles/technologies/information;egc;2018;classification/donnees/complexes/globalisation/mesures/similarite/via/moyennes/quasi/arithmetiques;plupart/methodes/classification/concues/types/particuliers/donnees/donnees/numeriques/textuelles/categoriques/fonctionnelles/probabilistes/encore/type/graphes/cependant/donnees/generees/quotidien/general/composees/donnees/types/mixtes/exemple/si/considerons/prevention/cardiaque/domaine/sante/applications/vont/combiner/donnees/issues/capteurs/autres/donnees/telles/age/niveau/effort/frequence/cardiaque/maximale/histogrammes/frequences/cardiaques/moyennes/lors/precedents/efforts/etc/amene/problematique/construire/classes/tenant/compte/differentes/donnees/definir/mesure/similarite/partir/similarites/paires/objets/differents/types/variables/article/proposons/methode/classification/basee/fusion/matrices/similarite/aide/moyennes/quasi/arithmetiques/permet/choisir/differentes/dimensions/donnees/considerer/type/donnees/autant/mesure/similarite/dissimilarite/existe/chacun/types/donnees/tres/souvent/cas;etienne/cuvelier/marie/aude/aufaure;[];[]
15;revue/nouvelles/technologies/information;egc;2018;community/structure/complex/networks;;santo/fortunato;[];[]
16;revue/nouvelles/technologies/information;egc;2018;comparaison/mesures/centralite/basees/plus/courts/chemins/reseaux/dynamiques;definir/importance/noeuds/reseaux/statiques/question/recherche/tres/etudiee/depuis/nombreuses/annees/dernierement/adaptations/metriques/classiques/ete/proposees/reseaux/dynamiques/methodes/reposent/approches/tres/differentes/facon/evaluer/importance/noeuds/instant/donne/donc/necessaire/pouvoir/evaluer/comparer/article/comparons/trois/approches/existes/mieux/comprendre/differencie/montrons/nature/jeux/donnees/influe/grandement/comportement/methodes/certains/entre/notion/importance/toujours/pertinente;marwan/ghanem/clemence/magnien/fabien/tarissan;[];[]
17;revue/nouvelles/technologies/information;egc;2018;complementarites/representations/vectorielles/similarite/semantique;tache/similarite/semantique/textuelle/consiste/exprimer/automatiquement/nombre/refletant/similarite/semantique/deux/fragmentsde/texte/chaque/annee/depuis/2012/campagnes/semeval/deroulent/tache/similarite/semantique/textuelle/article/presente/methode/associant/differentes/representations/vectorielles/phrases/objectif/ameliorer/resultats/obtenus/similarite/semantique/hypothese/differentes/representations/permettraient/representer/differents/aspects/semantiques/extension/ameliorer/similarites/calculees/principale/difficulte/etant/selectionner/representations/plus/complementaires/tache/systeme/base/systeme/vainqueur/campagne/2015/ainsi/methode/selection/complementarite/resultats/obtenus/viennent/confirmer/interet/methode/lorsqu/compares/resultats/campagne/2016;julien/hay/tim/van/cruys/philippe/muller/bich/lien/doan/fabrice/popineau/lyes/benamsili;[];[]
18;revue/nouvelles/technologies/information;egc;2018;contextualisation/singularites/temps/reel/extraction/connaissances/web/donnees;emergence/iot/traitement/temps/reel/oblige/entreprises/considerer/detection/anomalies/comme/element/cle/activite/afin/garantir/haute/precision/processus/detection/metadonnees/fournissant/contexte/spatio/temporel/mesures/capteurs/necessaires/article/presentons/systeme/generique/aide/capturer/analyser/qualifier/stocker/informations/contextuelles/domaine/application/donne/approche/proposee/basee/methodes/semantiques/exploitent/ontologies/evaluer/pertinence/information/contextuelle/apres/description/composants/principaux/architecture/performance/pertinence/systeme/demontrees/evaluation/ensembles/donnees/monde/reel;badre/belabbess/jeremy/lhez/musab/bairat/olivier/cure;[];[]
19;revue/nouvelles/technologies/information;egc;2018;contraintes/prescriptives/compatibles/owl2/er/evaluer/completude/ontologies;article/definit/contraintes/prescriptives/comme/regles/permettant/moteurs/inference/verifier/certains/objets/formels/reellement/utilises//seulement/inferes//non/certaines/conditions/montre/contraintes/necessitent/exploiter/mecanisme/heritage/autres/mecanismes/ajoutant/relations/objets/durant/tests/conclusions/regles/donne/methode/generale/effectuer/commandes/sparql/implementer/methode/lorsque/regles/representees/via/relations/sous/classe/entre/conditions/conclusions/article/illustre/commandes/verification/patrons/conception/ontologies/plus/generalement/approche/peut/etre/utilisee/verifier/completude/ontologie/representer/ontologie/plutot/requetes/procedures/ad/hoc/contraintes/permettant/calculer/degre/completude/ontologie/approche/peut/ainsi/aider/elicitation/modelisation/validation/connaissances;philippe/martin/jun/jo;[];[]
20;revue/nouvelles/technologies/information;egc;2018;contribution/etude/distributivite/treillis/concepts;interessons/treillis/distributifs/cadre/analyse/formelle/concepts/fca/motivation/primitive/vient/phylogenie/graphes/medians/representer/derivations/biologiques/arbres/parcimonieux/fca/propose/algorithmes/efficaces/construction/treillis/concepts/cependant/treillis/concepts/correspondance/graphe/median/sauf/distributif/idee/etudier/transformation/treillis/concepts/treillis/distributif/faire/appuyons/theoreme/representation/birkhoff/nous/permet/systematiser/transformation/contexte/quelconque/contexte/treillis/concepts/distributif/ainsi/nous/pouvons/beneficier/algorithmique/fca/construire/aussi/visualiser/treillis/concepts/distributifs/enfin/etudier/graphes/medians/associes;alain/gely/miguel/couceiro/yassine/namir/amedeo/napoli;[];[]
21;revue/nouvelles/technologies/information;egc;2018;decouverte/motifs/graduels/partiellement/ordonnes/application/donnees/experiences/scientifiques;donnees/sequentielles/aujourd/hui/omnipresentes/concernent/divers/domaines/application/fouille/donnees/sequences/permet/extraire/informations/connaissances/pouvant/etre/forte/valeur/ajoutee/cependant/lorsque/donnees/sequences/riches/donnees/numeriques/methodes/fouille/donnees/plus/fines/necessaires/extraire/connaissances/plus/expressives/representant/variabilite/desvaleurs/numeriques/ainsi/eventuelle/interdependance/article/presentons/nouvelle/methode/decouverte/sequences/graduelles/frequentes/representees/graphes/partir/source/donnees/sequences/rdf/resource/description/framework/1/dernieres/transformees/graphes/graduels/partiellement/ordonnes/gpo/proposons/algorithme/permettant/decouvrir/sous/graphes/gpo/frequents/experimentation/deux/jeux/donnees/reelles/montre/faisabilite/pertinence/approche;simon/ser/fatiha/sais/maguelonne/teisseire;[];[]
22;revue/nouvelles/technologies/information;egc;2018;definir/categories/dbpedia/regles/associations/redescriptions;dbpedia/encode/connaissances/wikipedia/devenue/base/reference/web/donnees/ressources/peuvent/etre/repertoriees/categories/definies/manuellement/dont/semantique/directement/accessible/machines/article/proposons/remedier/lacune/moyen/methodes/fouille/donnees/savoir/recherche/regles/associations/motifs/apparentes/presentonsune/etude/comparative/variantes/partie/dbpedia/discutons/potentiel/differentes/approches;justine/reynaud/esther/galbrun/mehwish/alam/yannick/toussaint/amedeo/napoli;[];[]
23;revue/nouvelles/technologies/information;egc;2018;detection/singularites/temps/reel/combinaison/apprentissage/automatique/web/semantique/bases/spark;;badre/belabbess/musab/bairat/jeremy/lhez/olivier/cure;[];[]
24;revue/nouvelles/technologies/information;egc;2018;echantillonnage/motifs/sequentiels/sous/contrainte/norme;echantillonnage/motifs/methode/non/exhaustive/decouvrir/motifs/pertinents/assure/bonne/interactivite/tout/offrant/garanties/statistiques/fortes/grace/nature/aleatoire/curieusement/telle/approche/exploree/motifs/ensemblistes/sous/graphes/encore/ete/donnees/sequentielles/article/proposons/premiere/methode/echantillonnage/motifs/sequentiels/outre/passage/sequences/originalite/approche/introduire/contrainte/norme/maitriser/longueur/motifs/tires/eviter/ecueil//longue/traine//demontrons/methode/fondee/procedure/aleatoire/deux/etapes/effectue/tirage/exact/malgre/recours/echantillonnage/rejet/experimentations/montrent/reste/performante;lamine/diop/cheikh/talibouya/diop/arnaud/giacometti/dominique/li/arnaud/soulet;[];[]
25;revue/nouvelles/technologies/information;egc;2018;edoi/exploration/iterative/grands/graphes/multi/couches/basee/mesure/interet/utilisateur;;antoine/laumond/norbert/feron/guy/melancon/bruno/pinaud;[];[]
26;revue/nouvelles/technologies/information;egc;2018;elaboration/utilisation/base/connaissances/domaine/technique;poster/rend/compte/entreprise/elaboration/systeme/representation/connaissances/domaine/geotechnique;nicolas/faure/rene/michel/faure;[];[]
27;revue/nouvelles/technologies/information;egc;2018;elimination/liens/inter/langues/errones/wikipedia;lien/inter/langue/wikipedia/lien/mene/article/appartenant/edition/linguistique/autre/article/decrivant/meme/concept/autre/langue/liens/ajoutes/manuellement/utilisateurs/wikipedia/ainsi/susceptibles/etre/errones/papier/proposons/approche/elimination/automatique/liens/interlangues/principe/base/presence/lien/errone/revelee/existence/chemin/liens/inter/langues/reliant/deux/articles/appartenant/aune/meme/edition/linguistique/approche/elimine/liens/inter/langues/partir/ceux/faible/score/correction/jusqu/plus/chemins/entre/deux/articles/meme/edition/linguistique/resultats/evaluation/sous/graphe/wikipedia/consistant/8/langues/montre/approche/prometteuse;nacera/bennacer/seghouani/francesca/bugiotti/jorge/galicia/mariana/patricio/gianluca/quercini;[];[]
28;revue/nouvelles/technologies/information;egc;2018;si/reseaux/sociaux/pouvaient/aider/choix/carriere;article/presentons/methode/analyse/corpus/afin/generer/deux/interfaces/originales/visualisation/domaine/e/recrutement/approche/appuie/millions/profils/issus/plusieurs/reseaux/sociaux/milliers/offres/emploi/collectees/internet/decrivons/travaux/etapes/necessaires/realisation/premiere/visualisation/carte/dynamique/indiquant/metiers/recrutent/domaine/region/tandis/seconde/met/avant/parcours/professionnels/permet/observer/perspectives/ainsi/antecedents/plus/moins/long/terme/chaque/metier/considere;remy/kessler/guy/lapalme/fabrizio/gotti/abdessamad/outerqiss/philippe/langlais;[];[]
29;revue/nouvelles/technologies/information;egc;2018;etiquetage/thematique/automatise/corpus/representation/semantique;corpus/textes/scientifiques/certains/articles/issus/communautes/chercheurs/differentes/peuvent/etre/decrits/memes/mots/cles/alors/partagent/meme/thematique/phenomene/cause/problemes/recherche/information/articles/etant/mal/indexes/limite/echanges/potentiellement/fructueux/entre/disciplines/scientifiques/modele/permet/attribuer/automatiquement/etiquette/thematique/articles/moyen/apprentissage/representations/semantiques/articles/corpus/deja/etiquetes/passant/bien/echelle/methode/pu/etre/testee/bibliotheque/numerique/articles/scientifiques/comportant/millions/documents/utilisons/reseau/semantique/synonymes/extraire/davantage/articles/semantiquement/similaires/fusionnons/ceux/obtenus/modele/classement/thematique/methode/combinee/presente/meilleurs/taux/rappel/versions/utilisant/reseau/semantique/seul/seule/representation/semantique/textes;lucie/martinet/hussein/al/natsheh/fabien/rico/fabrice/muhlenbach/djamel/zighed;[];[]
30;revue/nouvelles/technologies/information;egc;2018;evaluation/comparative/algorithmes/centralite/detection/influenceurs;;kevin/deturck/damien/nouvel/frederique/segond;[];[]
31;revue/nouvelles/technologies/information;egc;2018;exploration/analyses/multi/objectifs/series/temporelles/donnees/meteorologiques;article/presente/investigations/menees/donnees/mesurees/capteurs/positionnes/cinq/villes/ile/reunion/analyses/exploratoires/prealables/permettent/comparer/caracteristiques/statistiques/villes/considerees/relativement/differentes/variables/meteorologiques/mesurees/flux/solaires/diffus/global/pression/atmospherique/humidite/temperature/force/direction/vent/appliquons/diverses/transformations/donnees/avant/analyser/series/univariees/multivariees/agregees/heure/journee/afin/deconstruire/modeles/prediction/approche/classique/clusteringde/series/temporelles/testee/deux/algorithmes/biclustering/appliques/successivement/permis/grouper/journees/observations/partageant/parametres/meteorologiques/horaires/caracterisation/biclusters/visualisation/calendaire/succession/ainsi/recherche/sequences/frequentes/permettent/exploiter/resultats/faciliter/interpretation;yelen/per/kevin/dalleau/malika/smail/tabbone;[];[]
32;revue/nouvelles/technologies/information;egc;2018;extraction/chaines/coherentes/vue/reconstuire/trajectoire/information;internet/information/propage/particulier/travers/documents/textuels/propagation/souleve/nombreux/defis/identifier/information/suivre/evolution/temps/comprendre/mecanismes/regissent/propagation/etc/etant/donne/document/parmi/grand/corpus/lequel/nombreuses/informations/circulent/pouvons/retrouver/chemins/empruntes/information/arriver/document/proposonsde/definir/notion/trajectoire/comme/ensemble/chemins/long/desquels/information/propagee/proposons/methode/pourl/estimer/mis/oeuvre/evaluation/humaine/juger/laqualite/chemins/calcules/montrons/evaluations/concordent/plupart/temps/algorithme/efficace/retrouver/bons/chemins;charles/huyghues/despointes/leila/khouas/julien/velcin/sabine/loudcher;[];[]
33;revue/nouvelles/technologies/information;egc;2018;extraction/connaissances/defaillances/compteurs/essieux;article/propose/methode/analyse/enregistrements/operationnels/ensemble/compteurs/essieux/constituent/element/central/infrastructure/ferroviaire/objectif/fournir/facon/efficace/extraire/automatiquement/elements/connaissance/concernant/defaillances/systemes/puisque/donnees/fournies/contiennent/verite/terrain/causes/defaillances/informations/causes/doivent/etre/extraites/relations/sous/tendant/evenements/enregistres/apres/phase/pretraitement/evenements/groupes/fonction/relations/ete/misesen/lumiere/entre/regroupements/peuvent/ensuite/etre/utilises/creer/classes/evenements/utilisant/systeme/classification/adapte/dela/application/specifique/approche/facon/nouvelle/aborder/problemes/analyse/fiabilite;iwo/doboszewski/simon/fossier/christophe/marsala;[];[]
34;revue/nouvelles/technologies/information;egc;2018;fouille/motifs/graduels/fermes/frequents/sous/contrainte/temporalite;;jerry/lonlac/benjamin/negrevergne/yannick/miras/aude/beauger/engelbert/mephu/nguifo;[];[]
35;revue/nouvelles/technologies/information;egc;2018;fouille/motifs/temporels/negatifs;article/etudions/probleme/extraction/motifs/frequents/contenant/evenements/positifs/evenements/negatifs/specifiant/absence/evenement/ainsi/informations/temporelles/delai/entre/evenements/definissons/semantique/tels/motifs/proposons/methode/ntgsp/basee/approches/etat/art/performances/methode/evaluees/donnees/commerciales/fournies/edf/electricite/france;katerina/tsesmeli/manel/boumghar/thomas/guyet/rene/quiniou/laurent/pierre;[];[]
36;revue/nouvelles/technologies/information;egc;2018;interrogation/donnees/structurellement/heterogenes/bases/donnees/orientees/documents;systemes/orientes/documents/permettent/stocker/tout/document/schema/flexibilite/genere/potentielle/heterogeneite/documents/complexifie/interrogation/car/meme/entite/peut/etre/decrite/selon/schemas/differents/article/presente/approche/dinterrogation/transparente/systemes/orientes/documents/proposons/generer/dictionnaire/facon/automatique/lors/linsertion/documents/associe/chaque/attribut/tous/chemins/permettant/dy/acceder/dictionnaire/permet/reecrire/requete/utilisateur/partir/disjonctions/chemins/afin/retrouver/tous/documents/structures/experimentations/montrent/couts/dexecution/requete/reecrite/largement/acceptables/compares/cout/dune/requete/schemas/homogenes;hamdi/ben/hamadou/faiza/ghozzi/andre/peninou/olivier/teste;[];[]
37;revue/nouvelles/technologies/information;egc;2018;kti/mooc/systeme/recommandation/personnalisation/processus/echange/informations/moocs;afin/aider/apprenants/tirer/profit/mooc/massive/openonline/course/suivent/proposons/outil/recommander/chacun/entre/liste/ordonnee/apprenants/leaders/capables/soutenir/durant/processus/apprentissage/phase/recommandationest/basee/approche/aide/decision/multicritere/prediction/periodique/apprenants/leaders/etant/donnee/heterogeneite/profils/apprenants/recommandons/chacun/entre/leaders/appropries/profil/utilisant/distance/euclidienne/filtrage/demographique;sarra/bouzayane/ines/saad;[];[]
38;revue/nouvelles/technologies/information;egc;2018;exploitation/donnees/contextuelles/recommandation/hotels;systemes/recommandation/role/aider/utilisateurs/submerges/quantite/information/faire/bons/choix/partir/vastes/catalogues/produits/deploiement/systemes/industrie/hoteliere/confronte/contraintes/specifiques/limitant/performance/approches/traditionnelles/systemes/recommandation/hotels/souffrent/particulier/probleme/demarrage/froid/continu/cause/volatilite/preferences/voyageurs/changement/comportements/fonction/contexte/article/presentons/probleme/recommandation/hotels/ainsi/caracteristiques/distinctives/proposons/nouvelles/methodes/contextuelles/prennent/compte/dimensions/geographique/temporelle/ainsi/raison/voyage/afin/generer/listes/recommandation/experimentations/jeux/donnees/reels/soulignent/contribution/donnees/contextuelles/amelioration/qualite/recommandation;marie/al/ghossein/talel/abdessalem/anthony/barre;[];[]
39;revue/nouvelles/technologies/information;egc;2018;ontologie/ontobiotope/etude/biodiversite/microbienne;integration/donnees/heterogenes/sciences/vie/sujet/recherche/majeur/importance/volume/considerable/informations/milieux/vie/micro/organismes/tous/domaines/tels/sante/agriculture/environnement/justifie/developpement/traitements/automatises/proposons/ontologie/ontobiotope/dont/decrivonsles/principes/construction/ainsi/exemples/utilisation/annotation/indexation/semantique/habitats/microbiens/decrits/langue/naturelle/documents/scientifiques;claire/nedellec/estelle/chaix/robert/bossy/louise/deleger/sandra/derozier/jean/baptiste/bohuon/valentin/loux;[];[]
40;revue/nouvelles/technologies/information;egc;2018;long/range/influences/social/networks;;ernesto/estrada;[];[]
41;revue/nouvelles/technologies/information;egc;2018;mainmise/medias/suivi/communautes/graphes/dynamiques;court/article/presente/design/utilisation/tableau/bordvisuel/permettant/explorer/questionner/comprendre/evolution/communautes/graphe/dynamique/exemple/motive/conception/realisation/tableau/bord/celui/reseau/affiliation/personnalites/presentes/medias/francais/suivi/communautes/avere/utile/cerner/biais/potentiel/induit/co/presence/repetee/memes/personnalites/emissions/radio/television/cours/temps;haolin/ren/marie/luce/viaud/guy/melancon;[];[]
42;revue/nouvelles/technologies/information;egc;2018;mean/shift/clustering/scalable/distribue;presentons/papier/nouvel/algorithme/mean/shift/utilisantles/k/plus/proches/voisins/montee/gradient/nnms/nearestneighbours/mean/shift/cout/computationnel/intensif/dernier/longtemps/limite/utilisation/jeux/donnees/complexes/partitionnementen/clusters/non/ellipsoidaux/benefique/implementation/scalable/algorithme/compense/augmentation/temps/execution/fonction/taille/jeu/donnees/raison/complexite/quadratique/afin/pallier/probleme/introduit/locality/sensitivehashing/lsh/approximation/recherche/k/plus/proches/voisins/ainsi/regle/empirique/choix/k/combinaison/ameliorations/sein/nnms/offre/opportunite/traitement/pertinentaux/problematiques/clustering/appliquee/donnees/massives;gael/beck/hanane/azzag/mustapha/lebbah/tarn/duong;[];[]
43;revue/nouvelles/technologies/information;egc;2018;meta/analyse/ordinale/enquetes/opinion/application/usages/internet/objets/entreprise;multiplicite/enquetes/opinion/meme/sujet/necessite/construction/syntheses/agregent/resultats/obtenus/conditions/independantes/article/proposons/nouvelle/approche/ordinale/meta/analyse/consiste/rechercher/ordre/consensus/rend/compte//mieux//ordres/partiels/entre/modalites/issus/resultats/differentes/enquetes/modelisons/probleme/variante/recherche/ordre/median/sommets/graphe/oriente/pondere/developpons/algorithme/separation/evaluation/resoudre/approche/appliquee/ensemble/enquetes/internationales/portant/motivations/freins/integration/internet/objets/entreprises;rostand/affogbolo/claire/gauzente/alain/guenoche/pascale/kuntz;[];[]
44;revue/nouvelles/technologies/information;egc;2018;methode/basee/ensembles/approximatifs/apprentissage/incremental/presence/donnees/desequilibrees;papier/propose/methode/basee/theorie/ensembles/approximatifs/dediee/apprentissage/supervise/incremental/contexte/donnees/desequilibrees/methode/consiste/trois/phases/construction/table/decision/inference/ensemble/regles/decisionet/classification/chaque/action/potentielle/classes/decision/predefinies/methode/mai2p/validee/contexte/moocs/massive/open/online/courses;sarra/bouzayane/ines/saad;[];[]
45;revue/nouvelles/technologies/information;egc;2018;methode/apprentissage/extraire/localisations/microblogs;;thi/bich/ngoc/hoang/josiane/mothe;[];[]
46;revue/nouvelles/technologies/information;egc;2018;modelisation/metadonnees/data/lake/data/vault;avenement/megadonnees/informatique/decisionnelle/trouver/solutions/gerer/donnees/tres/grands/volume/variete/lacs/donnees/data/lakes/repondent/besoins/point/vue/stockage/necessitent/gestion/metadonnees/adequates/garantir/acces/efficace/donnees/base/modele/multidimensionnel/metadonnees/concu/lac/donnees/presentant/defaut/evolutivite/schema/proposons/utilisation/data/vault/traiter/probleme/montrer/faisabilite/approche/instancions/modele/conceptuel/metadonnees/modeles/logiques/physiques/relationnel/oriente/document/comparons/egalement/modeles/physiques/termes/stockage/temps/reponse/requetes/metadonnees;iuri/nogueira/maram/romdhane/jerome/darmont;[];[]
47;revue/nouvelles/technologies/information;egc;2018;nfb/protocole/notarisation/documents/blockchain;;haikel/megrahi/nouha/omrane/rakia/jaziri;[];[]
48;revue/nouvelles/technologies/information;egc;2018;nouveau/modele/selection/caracteristiques/base/theorie/ensembles/approximatifs/donnees/massives;;zaineb/chelly/dagdia/christine/zarges/gael/beck/mustapha/lebbah;[];[]
